donor_id,age_group,location,donor_type,donation_count,total_donations,average_donation,campaign_count,days_since_last_donation,days_since_first_donation,avg_days_between_donations,donations_last_30_days,revenue_last_30_days,donations_last_90_days,revenue_last_90_days,donations_last_365_days,revenue_last_365_days,donor_tenure_days,frequency_velocity_365d,monetary_velocity_365d,short_term_momentum,recency_tenure_ratio
DNR-00624,45-54,CA,Individual,9.0,2151.53,239.0588888888889,8.0,91.0,1384.0,161.625,0.0,0.0,0.0,0.0,3.0,621.36,1540,0.3333333333333333,0.2887991336397819,0.0,0.05909090909090909
DNR-00625,35-44,CA,Individual,4.0,1392.24,348.06,4.0,101.0,588.0,162.33333333333334,0.0,0.0,0.0,0.0,3.0,1326.8999999999999,801,0.75,0.9530684364764694,0.0,0.12609238451935081
DNR-00626,18-24,MI,Individual,3.0,129.05,43.01666666666667,3.0,117.0,515.0,199.0,0.0,0.0,0.0,0.0,2.0,112.60000000000001,931,0.6666666666666666,0.8725300271212708,0.0,0.12567132116004295
DNR-00627,45-54,PA,Individual,3.0,192.06,64.02,3.0,103.0,235.0,66.0,0.0,0.0,0.0,0.0,3.0,192.06,252,1.0,1.0,0.0,0.4087301587301587
DNR-00628,55-64,GA,Individual,4.0,390.23,97.5575,4.0,213.0,1712.0,499.6666666666667,0.0,0.0,0.0,0.0,1.0,74.23,1766,0.25,0.19022115162852676,0.0,0.12061155152887883
DNR-00629,45-54,OH,Individual,1.0,165.41,165.41,1.0,33.0,33.0,,0.0,0.0,1.0,165.41,1.0,165.41,822,1.0,1.0,2.0,0.040145985401459854
DNR-00630,45-54,OH,Individual,6.0,697.99,116.33166666666666,6.0,46.0,916.0,174.0,0.0,0.0,1.0,46.94,1.0,46.94,942,0.16666666666666666,0.06725024713821115,2.0,0.04883227176220807
DNR-00631,35-44,FL,Individual,7.0,3239.1,462.7285714285714,7.0,29.0,1500.0,245.16666666666666,1.0,46.31,1.0,46.31,3.0,2787.09,1651,0.42857142857142855,0.86045197740113,1.0,0.01756511205330103
DNR-00632,25-34,OH,Individual,5.0,322.9,64.58,5.0,66.0,183.0,29.25,0.0,0.0,1.0,77.93,5.0,322.90000000000003,366,1.0,1.0000000000000002,0.6666666666666666,0.18032786885245902
DNR-00633,25-34,OH,Individual,7.0,1115.43,159.34714285714287,7.0,148.0,367.0,36.5,0.0,0.0,0.0,0.0,6.0,867.98,369,0.8571428571428571,0.7781573025649301,0.0,0.4010840108401084
DNR-00634,25-34,IL,Individual,4.0,378.96,94.74,4.0,117.0,1102.0,328.3333333333333,0.0,0.0,0.0,0.0,2.0,128.91,1178,0.5,0.3401678277390754,0.0,0.09932088285229201
DNR-00635,25-34,TX,Individual,8.0,2216.19,277.02375,8.0,2.0,884.0,126.0,1.0,88.43,1.0,88.43,1.0,88.43,916,0.125,0.03990181347267157,2.0,0.002183406113537118
DNR-00636,35-44,NC,Individual,4.0,954.61,238.6525,3.0,301.0,901.0,200.0,0.0,0.0,0.0,0.0,1.0,101.89,1648,0.25,0.10673468746399054,0.0,0.18264563106796117
DNR-00637,18-24,PA,Individual,5.0,396.2,79.24,5.0,155.0,740.0,146.25,0.0,0.0,0.0,0.0,2.0,141.18,777,0.4,0.35633518425037863,0.0,0.1994851994851995
DNR-00638,45-54,PA,Individual,5.0,2495.0499999999997,499.00999999999993,5.0,30.0,689.0,164.75,1.0,58.14,1.0,58.14,4.0,315.03,691,0.8,0.12626199875753993,0.8,0.04341534008683068
DNR-00639,35-44,OH,Individual,8.0,1276.69,159.58625,8.0,18.0,54.0,5.142857142857143,3.0,308.89,8.0,1276.69,8.0,1276.69,58,1.0,1.0,3.5555555555555554,0.3103448275862069
DNR-00640,65+,FL,Individual,3.0,735.96,245.32000000000002,3.0,70.0,177.0,53.5,0.0,0.0,1.0,39.16,3.0,735.96,231,1.0,1.0,1.0,0.30303030303030304
DNR-00641,45-54,TX,Individual,6.0,2265.0600000000004,377.51000000000005,6.0,119.0,597.0,95.6,0.0,0.0,0.0,0.0,3.0,459.03000000000003,655,0.5,0.20265688326137055,0.0,0.18167938931297709
DNR-00642,25-34,TX,Individual,3.0,3286.54,1095.5133333333333,2.0,609.0,1275.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,1542,0.0,0.0,0.0,0.3949416342412451
DNR-00643,25-34,IL,Individual,3.0,193.14,64.38,3.0,448.0,1627.0,589.5,0.0,0.0,0.0,0.0,0.0,0.0,1697,0.0,0.0,0.0,0.26399528579846787
DNR-00644,35-44,FL,Individual,1.0,68.83,68.83,1.0,509.0,509.0,,0.0,0.0,0.0,0.0,0.0,0.0,835,0.0,0.0,0.0,0.6095808383233533
DNR-00645,45-54,FL,Individual,4.0,1397.6599999999999,349.41499999999996,4.0,124.0,343.0,73.0,0.0,0.0,0.0,0.0,4.0,1397.6599999999999,350,1.0,1.0,0.0,0.35428571428571426
DNR-00646,35-44,OH,Individual,4.0,2333.7200000000003,583.4300000000001,4.0,124.0,807.0,227.66666666666666,0.0,0.0,0.0,0.0,2.0,2098.04,889,0.5,0.8990110210308006,0.0,0.13948256467941508
DNR-00647,35-44,PA,Individual,8.0,1597.75,199.71875,8.0,64.0,1120.0,150.85714285714286,0.0,0.0,1.0,88.81,3.0,210.74,1146,0.375,0.13189798153653576,1.0,0.055846422338568937
DNR-00648,55-64,WA,Individual,7.0,1776.71,253.81571428571428,7.0,52.0,886.0,139.0,0.0,0.0,1.0,80.68,1.0,80.68,925,0.14285714285714285,0.0454097742456563,2.0,0.05621621621621622
DNR-00649,35-44,CO,Individual,6.0,1411.46,235.24333333333334,6.0,66.0,564.0,99.6,0.0,0.0,2.0,191.24,5.0,1337.8700000000001,609,0.8333333333333334,0.9478624969889335,1.3333333333333333,0.10837438423645321
DNR-00650,25-34,OH,Individual,3.0,295.84,98.61333333333333,3.0,564.0,1190.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,1415,0.0,0.0,0.0,0.39858657243816253
DNR-00651,45-54,GA,Individual,5.0,591.6999999999999,118.33999999999999,5.0,36.0,1042.0,251.5,0.0,0.0,1.0,137.9,2.0,158.06,1173,0.4,0.2671286124725368,1.3333333333333333,0.030690537084398978
DNR-00652,35-44,IL,Individual,5.0,733.02,146.60399999999998,5.0,31.0,580.0,137.25,0.0,0.0,2.0,519.23,4.0,707.09,647,0.8,0.9646257946577175,1.6,0.04791344667697063
DNR-00653,35-44,MI,Individual,3.0,1459.0200000000002,486.3400000000001,3.0,7.0,127.0,60.0,1.0,1417.64,2.0,1448.2700000000002,3.0,1459.0200000000002,154,1.0,1.0,2.0,0.045454545454545456
DNR-00654,45-54,WA,Individual,6.0,1799.23,299.87166666666667,6.0,3.0,1344.0,268.2,1.0,957.4,1.0,957.4,2.0,1167.71,1417,0.3333333333333333,0.6490054078689217,1.3333333333333333,0.002117148906139732
DNR-00655,65+,GA,Individual,3.0,1345.1699999999998,448.38999999999993,3.0,33.0,122.0,44.5,0.0,0.0,1.0,42.83,3.0,1345.1699999999998,254,1.0,1.0,1.0,0.12992125984251968
DNR-00656,55-64,CO,Individual,3.0,2137.36,712.4533333333334,3.0,136.0,293.0,78.5,0.0,0.0,0.0,0.0,3.0,2137.36,376,1.0,1.0,0.0,0.3617021276595745
DNR-00657,55-64,OH,Individual,3.0,296.78999999999996,98.92999999999999,3.0,258.0,1459.0,600.5,0.0,0.0,0.0,0.0,1.0,71.67,1685,0.3333333333333333,0.24148387748913377,0.0,0.15311572700296736
DNR-00658,45-54,FL,Individual,6.0,2642.7200000000003,440.4533333333334,5.0,33.0,428.0,79.0,0.0,0.0,3.0,155.64,5.0,2598.67,448,0.8333333333333334,0.9833315674759339,2.0,0.07366071428571429
DNR-00659,45-54,OH,Individual,3.0,213.39,71.13,3.0,107.0,939.0,416.0,0.0,0.0,0.0,0.0,2.0,138.37,1309,0.6666666666666666,0.6484371338863115,0.0,0.08174178762414057
DNR-00660,45-54,MI,Individual,4.0,641.85,160.4625,3.0,370.0,1668.0,432.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1675,0.0,0.0,0.0,0.2208955223880597
DNR-00661,65+,CO,Individual,7.0,947.09,135.29857142857142,7.0,18.0,965.0,157.83333333333334,1.0,114.9,1.0,114.9,4.0,603.61,1006,0.5714285714285714,0.6373311934451847,0.8,0.017892644135188866
DNR-00662,55-64,PA,Individual,1.0,15.13,15.13,1.0,754.0,754.0,,0.0,0.0,0.0,0.0,0.0,0.0,970,0.0,0.0,0.0,0.777319587628866
DNR-00663,45-54,WA,Corporate,1.0,8422.11,8422.11,1.0,163.0,163.0,,0.0,0.0,0.0,0.0,1.0,8422.11,390,1.0,1.0,0.0,0.41794871794871796
DNR-00664,25-34,WA,Individual,3.0,154.26999999999998,51.423333333333325,3.0,265.0,1307.0,521.0,0.0,0.0,0.0,0.0,1.0,87.75,1652,0.3333333333333333,0.5688079341414404,0.0,0.16041162227602906
DNR-00665,45-54,MI,Individual,5.0,1242.67,248.53400000000002,5.0,123.0,1069.0,236.5,0.0,0.0,0.0,0.0,1.0,86.48,1099,0.2,0.06959208800405578,0.0,0.11191992720655142
DNR-00666,35-44,PA,Individual,7.0,867.09,123.87,7.0,52.0,399.0,57.833333333333336,0.0,0.0,1.0,22.88,6.0,822.27,505,0.8571428571428571,0.9483098640279555,0.5714285714285714,0.10297029702970296
DNR-00667,18-24,IL,Individual,2.0,152.45999999999998,76.22999999999999,2.0,64.0,90.0,26.0,0.0,0.0,2.0,152.45999999999998,2.0,152.45999999999998,196,1.0,1.0,2.6666666666666665,0.32653061224489793
DNR-00668,35-44,MI,Individual,3.0,376.24,125.41333333333334,3.0,769.0,1232.0,231.5,0.0,0.0,0.0,0.0,0.0,0.0,1372,0.0,0.0,0.0,0.5604956268221575
DNR-00669,35-44,OH,Individual,4.0,526.38,131.595,4.0,27.0,414.0,129.0,1.0,92.41,2.0,300.29999999999995,3.0,491.0799999999999,418,0.75,0.9329381815418518,2.0,0.0645933014354067
DNR-00670,45-54,NC,Individual,7.0,793.03,113.28999999999999,6.0,4.0,569.0,94.16666666666667,1.0,87.65,1.0,87.65,4.0,495.43000000000006,878,0.5714285714285714,0.6247304641690732,0.8,0.004555808656036446
DNR-00671,18-24,CA,Individual,3.0,298.7,99.56666666666666,3.0,259.0,1132.0,436.5,0.0,0.0,0.0,0.0,1.0,25.98,1518,0.3333333333333333,0.08697689989956478,0.0,0.17061923583662714
DNR-00672,65+,CA,Individual,7.0,1273.1200000000001,181.87428571428572,7.0,151.0,1103.0,158.66666666666666,0.0,0.0,0.0,0.0,1.0,53.89,1221,0.14285714285714285,0.04232908131205228,0.0,0.12366912366912367
DNR-00673,25-34,IL,Foundation,6.0,88863.97,14810.661666666667,6.0,75.0,118.0,8.6,0.0,0.0,2.0,33870.880000000005,6.0,88863.97,124,1.0,1.0,1.1428571428571428,0.6048387096774194
DNR-00674,25-34,GA,Individual,4.0,546.78,136.695,4.0,33.0,1011.0,326.0,0.0,0.0,1.0,440.94,1.0,440.94,1124,0.25,0.8064303741907166,2.0,0.029359430604982206
DNR-00675,35-44,CO,Individual,4.0,207.85000000000002,51.962500000000006,4.0,279.0,1075.0,265.3333333333333,0.0,0.0,0.0,0.0,1.0,58.6,1113,0.25,0.28193408708203027,0.0,0.25067385444743934
DNR-00676,35-44,CO,Individual,7.0,816.79,116.6842857142857,7.0,53.0,886.0,138.83333333333334,0.0,0.0,1.0,15.14,2.0,32.480000000000004,900,0.2857142857142857,0.039765423180989,1.3333333333333333,0.058888888888888886
DNR-00677,35-44,CA,Individual,8.0,827.51,103.43875,8.0,364.0,1337.0,139.0,0.0,0.0,0.0,0.0,1.0,37.31,1591,0.125,0.04508706843421832,0.0,0.22878692646134507
DNR-00678,65+,CO,Individual,5.0,773.63,154.726,5.0,0.0,334.0,83.5,1.0,284.84,1.0,284.84,5.0,773.63,440,1.0,1.0,0.6666666666666666,0.0
DNR-00679,45-54,PA,Individual,6.0,2620.73,436.78833333333336,6.0,344.0,857.0,102.6,0.0,0.0,0.0,0.0,1.0,375.37,1327,0.16666666666666666,0.1432310844688312,0.0,0.2592313489073097
DNR-00680,35-44,OH,Individual,7.0,1669.26,238.46571428571428,7.0,20.0,556.0,89.33333333333333,1.0,398.26,2.0,419.55,4.0,1248.66,680,0.5714285714285714,0.7480320621113548,1.6,0.029411764705882353
DNR-00681,45-54,OH,Individual,6.0,452.41,75.40166666666667,6.0,12.0,403.0,78.2,1.0,73.73,1.0,73.73,4.0,362.47,537,0.6666666666666666,0.8011980283371278,0.8,0.0223463687150838
DNR-00682,45-54,FL,Individual,4.0,309.9,77.475,4.0,347.0,881.0,178.0,0.0,0.0,0.0,0.0,1.0,80.68,1016,0.25,0.2603420458212327,0.0,0.34153543307086615
DNR-00683,35-44,CO,Individual,5.0,1112.36,222.47199999999998,5.0,16.0,298.0,70.5,1.0,71.08,3.0,623.8,5.0,1112.3600000000001,906,1.0,1.0000000000000002,2.0,0.017660044150110375
DNR-00684,55-64,CA,Individual,4.0,202.39,50.5975,4.0,176.0,1273.0,365.6666666666667,0.0,0.0,0.0,0.0,3.0,142.01,1387,0.75,0.7016651020307327,0.0,0.12689257390050468
DNR-00685,55-64,TX,Individual,3.0,454.07,151.35666666666665,3.0,110.0,410.0,150.0,0.0,0.0,0.0,0.0,1.0,98.35,644,0.3333333333333333,0.21659656000176183,0.0,0.17080745341614906
DNR-00686,35-44,IL,Individual,6.0,742.61,123.76833333333333,5.0,419.0,1005.0,117.2,0.0,0.0,0.0,0.0,0.0,0.0,1077,0.0,0.0,0.0,0.38904363974001854
DNR-00687,35-44,WA,Corporate,6.0,23246.82,3874.47,6.0,46.0,200.0,30.8,0.0,0.0,2.0,9683.560000000001,6.0,23246.82,453,1.0,1.0,1.1428571428571428,0.10154525386313466
DNR-00688,45-54,MI,Individual,10.0,2207.0,220.7,9.0,44.0,1122.0,119.77777777777777,0.0,0.0,1.0,337.9,3.0,698.72,1185,0.3,0.3165926597190757,1.0,0.03713080168776371
DNR-00689,55-64,MI,Individual,7.0,354.78999999999996,50.68428571428571,6.0,146.0,1569.0,237.16666666666666,0.0,0.0,0.0,0.0,2.0,167.98,1593,0.2857142857142857,0.47346317539953214,0.0,0.09165097300690521
DNR-00690,45-54,IL,Individual,5.0,2127.68,425.53599999999994,5.0,180.0,1389.0,302.25,0.0,0.0,0.0,0.0,2.0,1822.23,1473,0.4,0.8564398781771696,0.0,0.12219959266802444
DNR-00691,45-54,PA,Individual,3.0,224.84,74.94666666666667,3.0,99.0,567.0,234.0,0.0,0.0,0.0,0.0,1.0,23.75,568,0.3333333333333333,0.10563067069916385,0.0,0.1742957746478873
DNR-00692,25-34,PA,Individual,1.0,63.19,63.19,1.0,819.0,819.0,,0.0,0.0,0.0,0.0,0.0,0.0,1585,0.0,0.0,0.0,0.5167192429022082
DNR-00693,35-44,MI,Individual,5.0,691.84,138.368,5.0,121.0,352.0,57.75,0.0,0.0,0.0,0.0,5.0,691.84,406,1.0,1.0,0.0,0.29802955665024633
DNR-00694,35-44,GA,Individual,5.0,974.9300000000001,194.98600000000002,5.0,314.0,1455.0,285.25,0.0,0.0,0.0,0.0,1.0,51.9,1544,0.2,0.05323459120141959,0.0,0.2033678756476684
DNR-00695,65+,TX,Individual,5.0,726.65,145.32999999999998,4.0,5.0,379.0,93.5,1.0,26.88,2.0,250.16,4.0,350.45,525,0.8,0.48228170370880064,1.6,0.009523809523809525
DNR-00696,35-44,TX,Individual,7.0,1496.23,213.74714285714285,7.0,126.0,469.0,57.166666666666664,0.0,0.0,0.0,0.0,4.0,589.13,690,0.5714285714285714,0.3937429405906846,0.0,0.1826086956521739
DNR-00697,45-54,PA,Individual,2.0,135.3,67.65,2.0,841.0,894.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1182,0.0,0.0,0.0,0.7115059221658206
DNR-00698,25-34,OH,Individual,3.0,493.58,164.52666666666667,3.0,96.0,912.0,408.0,0.0,0.0,0.0,0.0,2.0,398.86,1807,0.6666666666666666,0.8080959520239881,0.0,0.053126729385722195
DNR-00699,35-44,WA,Individual,4.0,401.27,100.3175,4.0,20.0,608.0,196.0,1.0,84.91,1.0,84.91,1.0,84.91,676,0.25,0.21160315996710444,2.0,0.029585798816568046
DNR-00700,55-64,GA,Individual,7.0,3317.8,473.9714285714286,7.0,163.0,797.0,105.66666666666667,0.0,0.0,0.0,0.0,1.0,391.62,819,0.14285714285714285,0.11803604798360359,0.0,0.199023199023199
DNR-00701,18-24,FL,Individual,3.0,147.11999999999998,49.03999999999999,3.0,77.0,1112.0,517.5,0.0,0.0,1.0,27.79,2.0,46.91,1484,0.6666666666666666,0.3188553561718325,1.3333333333333333,0.05188679245283019
DNR-00702,25-34,IL,Individual,6.0,710.32,118.38666666666667,6.0,139.0,983.0,168.8,0.0,0.0,0.0,0.0,1.0,47.18,1228,0.16666666666666666,0.06642076810451628,0.0,0.11319218241042345
DNR-00703,45-54,GA,Individual,10.0,3291.26,329.12600000000003,10.0,113.0,1462.0,149.88888888888889,0.0,0.0,0.0,0.0,2.0,1514.77,1482,0.2,0.4602401511882987,0.0,0.07624831309041835
DNR-00704,45-54,IL,Individual,4.0,2320.94,580.235,4.0,130.0,661.0,177.0,0.0,0.0,0.0,0.0,1.0,2050.85,701,0.25,0.8836290468517066,0.0,0.18544935805991442
DNR-00705,65+,NC,Individual,4.0,919.22,229.805,4.0,116.0,231.0,38.333333333333336,0.0,0.0,0.0,0.0,4.0,919.22,239,1.0,1.0,0.0,0.48535564853556484
DNR-00706,55-64,GA,Individual,6.0,460.52000000000004,76.75333333333334,6.0,6.0,129.0,24.6,3.0,264.08000000000004,5.0,397.23,6.0,460.52000000000004,142,1.0,1.0,2.857142857142857,0.04225352112676056
DNR-00707,35-44,CO,Individual,7.0,487.91,69.70142857142858,7.0,129.0,678.0,91.5,0.0,0.0,0.0,0.0,2.0,149.97,708,0.2857142857142857,0.3073722612776946,0.0,0.18220338983050846
DNR-00708,25-34,NY,Individual,3.0,149.16,49.72,3.0,48.0,69.0,10.5,0.0,0.0,3.0,149.16,3.0,149.16,127,1.0,1.0,3.0,0.3779527559055118
DNR-00709,55-64,CA,Individual,4.0,278.55,69.6375,4.0,248.0,787.0,179.66666666666666,0.0,0.0,0.0,0.0,1.0,51.15,905,0.25,0.1836295099623048,0.0,0.2740331491712707
DNR-00710,25-34,FL,Corporate,4.0,20553.03,5138.2575,4.0,269.0,768.0,166.33333333333334,0.0,0.0,0.0,0.0,1.0,3950.65,927,0.25,0.1922174005487269,0.0,0.2901833872707659
DNR-00711,45-54,PA,Individual,11.0,1082.03,98.36636363636363,10.0,39.0,1366.0,132.7,0.0,0.0,1.0,22.8,2.0,58.370000000000005,1397,0.18181818181818182,0.053944899864144254,1.3333333333333333,0.02791696492483894
DNR-00712,45-54,TX,Individual,2.0,49.43,24.715,2.0,4.0,61.0,57.0,1.0,31.9,2.0,49.43,2.0,49.43,63,1.0,1.0,2.6666666666666665,0.06349206349206349
DNR-00713,25-34,FL,Individual,3.0,102.85,34.28333333333333,3.0,32.0,467.0,217.5,0.0,0.0,1.0,65.12,2.0,92.7,565,0.6666666666666666,0.9013125911521634,1.3333333333333333,0.05663716814159292
DNR-00714,35-44,IL,Individual,5.0,667.65,133.53,5.0,46.0,165.0,29.75,0.0,0.0,1.0,85.15,5.0,667.65,177,1.0,1.0,0.6666666666666666,0.2598870056497175
DNR-00715,35-44,CO,Individual,7.0,449.04,64.14857142857143,7.0,50.0,591.0,90.16666666666667,0.0,0.0,2.0,144.01,5.0,267.15,604,0.7142857142857143,0.5949358631747728,1.3333333333333333,0.08278145695364239
DNR-00716,25-34,NC,Individual,3.0,458.78999999999996,152.92999999999998,3.0,684.0,801.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,1227,0.0,0.0,0.0,0.5574572127139364
DNR-00717,25-34,OH,Individual,7.0,1352.1200000000001,193.16000000000003,7.0,16.0,285.0,44.833333333333336,1.0,31.6,4.0,377.88000000000005,7.0,1352.12,435,1.0,0.9999999999999998,2.0,0.0367816091954023
DNR-00718,55-64,TX,Major Donor,7.0,147072.15,21010.307142857142,7.0,384.0,1271.0,147.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1705,0.0,0.0,0.0,0.2252199413489736
DNR-00719,25-34,CO,Corporate,3.0,21023.85,7007.95,3.0,13.0,202.0,94.5,1.0,9677.2,1.0,9677.2,3.0,21023.85,390,1.0,1.0,1.0,0.03333333333333333
DNR-00720,55-64,WA,Individual,3.0,144.89999999999998,48.29999999999999,3.0,370.0,485.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,1167,0.0,0.0,0.0,0.3170522707797772
DNR-00721,45-54,IL,Individual,6.0,602.16,100.36,5.0,257.0,997.0,148.0,0.0,0.0,0.0,0.0,2.0,162.35,1022,0.3333333333333333,0.26961272751428195,0.0,0.25146771037182
DNR-00722,35-44,WA,Individual,4.0,708.7,177.175,4.0,137.0,493.0,118.66666666666667,0.0,0.0,0.0,0.0,3.0,615.36,541,0.75,0.8682940595456469,0.0,0.2532347504621072
DNR-00723,25-34,NC,Corporate,2.0,11609.92,5804.96,2.0,133.0,161.0,28.0,0.0,0.0,0.0,0.0,2.0,11609.92,199,1.0,1.0,0.0,0.6683417085427136
DNR-00724,65+,PA,Individual,2.0,133.45,66.725,2.0,186.0,244.0,58.0,0.0,0.0,0.0,0.0,2.0,133.45,291,1.0,1.0,0.0,0.6391752577319587
DNR-00725,35-44,NY,Foundation,5.0,64606.53,12921.306,5.0,108.0,857.0,187.25,0.0,0.0,0.0,0.0,4.0,49679.59,895,0.8,0.7689561720773426,0.0,0.12067039106145251
DNR-00726,45-54,CO,Individual,5.0,426.79999999999995,85.35999999999999,5.0,5.0,43.0,9.5,3.0,332.99,5.0,426.79999999999995,5.0,426.79999999999995,47,1.0,1.0,3.3333333333333335,0.10638297872340426
DNR-00727,45-54,CA,Individual,7.0,611.1700000000001,87.31000000000002,7.0,23.0,727.0,117.33333333333333,1.0,308.13,3.0,358.69,4.0,422.03,888,0.5714285714285714,0.6905280036651013,2.4,0.0259009009009009
DNR-00728,25-34,OH,Individual,4.0,141.65,35.4125,4.0,38.0,148.0,36.666666666666664,0.0,0.0,2.0,84.78999999999999,4.0,141.64999999999998,197,1.0,0.9999999999999998,1.6,0.19289340101522842
DNR-00729,25-34,IL,Individual,6.0,638.48,106.41333333333334,6.0,20.0,108.0,17.6,1.0,15.4,3.0,112.88,6.0,638.48,137,1.0,1.0,1.7142857142857142,0.145985401459854
DNR-00730,25-34,GA,Individual,7.0,2589.87,369.9814285714286,6.0,124.0,1012.0,148.0,0.0,0.0,0.0,0.0,1.0,91.79,1135,0.14285714285714285,0.03544193337889547,0.0,0.1092511013215859
DNR-00731,45-54,NY,Individual,3.0,422.87,140.95666666666668,3.0,3.0,207.0,102.0,1.0,54.62,1.0,54.62,3.0,422.87,212,1.0,1.0,1.0,0.014150943396226415
DNR-00732,55-64,GA,Individual,1.0,19.62,19.62,1.0,364.0,364.0,,0.0,0.0,0.0,0.0,1.0,19.62,1732,1.0,1.0,0.0,0.21016166281755197
DNR-00733,55-64,GA,Individual,1.0,90.82,90.82,1.0,1031.0,1031.0,,0.0,0.0,0.0,0.0,0.0,0.0,1793,0.0,0.0,0.0,0.5750139431121026
DNR-00734,65+,FL,Individual,4.0,2233.08,558.27,4.0,129.0,524.0,131.66666666666666,0.0,0.0,0.0,0.0,2.0,2131.68,892,0.5,0.9545918641517545,0.0,0.1446188340807175
DNR-00735,55-64,IL,Corporate,6.0,32181.06,5363.51,6.0,47.0,338.0,58.2,0.0,0.0,2.0,5237.4,6.0,32181.06,416,1.0,1.0,1.1428571428571428,0.11298076923076923
DNR-00736,55-64,CA,Corporate,4.0,19174.98,4793.745,4.0,435.0,1318.0,294.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1501,0.0,0.0,0.0,0.28980679546968685
DNR-00737,25-34,WA,Individual,2.0,123.67,61.835,2.0,310.0,460.0,150.0,0.0,0.0,0.0,0.0,1.0,82.76,486,0.5,0.6692002910972751,0.0,0.6378600823045267
DNR-00738,35-44,IL,Individual,1.0,14.79,14.79,1.0,79.0,79.0,,0.0,0.0,1.0,14.79,1.0,14.79,498,1.0,1.0,2.0,0.15863453815261044
DNR-00739,25-34,WA,Individual,1.0,18.69,18.69,1.0,96.0,96.0,,0.0,0.0,0.0,0.0,1.0,18.69,340,1.0,1.0,0.0,0.2823529411764706
DNR-00740,18-24,GA,Individual,8.0,1125.08,140.635,7.0,34.0,1398.0,194.85714285714286,0.0,0.0,2.0,414.36,3.0,441.04999999999995,1640,0.375,0.39201656771074056,2.0,0.020731707317073172
DNR-00741,25-34,WA,Individual,2.0,172.83999999999997,86.41999999999999,2.0,1248.0,1474.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,1667,0.0,0.0,0.0,0.7486502699460108
DNR-00742,45-54,CA,Individual,6.0,1081.6299999999999,180.27166666666665,5.0,225.0,783.0,111.6,0.0,0.0,0.0,0.0,1.0,66.99,915,0.16666666666666666,0.06193430285772399,0.0,0.2459016393442623
DNR-00743,25-34,CA,Individual,2.0,1708.7,854.35,2.0,56.0,65.0,9.0,0.0,0.0,2.0,1708.7,2.0,1708.7,65,1.0,1.0,2.6666666666666665,0.8615384615384616
DNR-00744,45-54,CA,Individual,5.0,387.51,77.502,5.0,315.0,1282.0,241.75,0.0,0.0,0.0,0.0,1.0,54.0,1358,0.2,0.1393512425485794,0.0,0.23195876288659795
DNR-00745,55-64,TX,Individual,2.0,297.39,148.695,2.0,247.0,1023.0,776.0,0.0,0.0,0.0,0.0,1.0,91.28,1615,0.5,0.3069370187296143,0.0,0.15294117647058825
DNR-00746,55-64,TX,Individual,3.0,941.65,313.8833333333333,3.0,473.0,840.0,183.5,0.0,0.0,0.0,0.0,0.0,0.0,1043,0.0,0.0,0.0,0.4534995206136146
DNR-00747,25-34,NC,Major Donor,2.0,42317.49,21158.745,2.0,71.0,447.0,376.0,0.0,0.0,1.0,27090.96,1.0,27090.96,513,0.5,0.64018352695304,2.0,0.13840155945419103
DNR-00748,45-54,GA,Individual,4.0,735.86,183.965,4.0,45.0,311.0,88.66666666666667,0.0,0.0,3.0,434.97,4.0,735.8599999999999,673,1.0,0.9999999999999999,2.4,0.06686478454680535
DNR-00749,45-54,TX,Individual,3.0,653.28,217.76,3.0,395.0,1006.0,305.5,0.0,0.0,0.0,0.0,0.0,0.0,1107,0.0,0.0,0.0,0.3568202348690154
DNR-00750,35-44,FL,Individual,7.0,2724.11,389.15857142857146,7.0,56.0,941.0,147.5,0.0,0.0,1.0,1370.37,1.0,1370.37,983,0.14285714285714285,0.5030523730686352,2.0,0.056968463886063074
DNR-00751,25-34,CA,Corporate,3.0,19330.550000000003,6443.516666666667,3.0,658.0,1529.0,435.5,0.0,0.0,0.0,0.0,0.0,0.0,1649,0.0,0.0,0.0,0.39902971497877504
DNR-00752,35-44,OH,Individual,3.0,230.42000000000002,76.80666666666667,3.0,11.0,416.0,202.5,1.0,34.89,1.0,34.89,2.0,131.92000000000002,619,0.6666666666666666,0.5725197465497787,1.3333333333333333,0.017770597738287562
DNR-00753,25-34,WA,Individual,5.0,614.83,122.96600000000001,5.0,653.0,1090.0,109.25,0.0,0.0,0.0,0.0,0.0,0.0,1182,0.0,0.0,0.0,0.5524534686971235
DNR-00754,45-54,CO,Individual,3.0,1905.2,635.0666666666667,3.0,419.0,951.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,1654,0.0,0.0,0.0,0.25332527206771466
DNR-00755,65+,NY,Individual,2.0,354.64,177.32,2.0,186.0,421.0,235.0,0.0,0.0,0.0,0.0,1.0,77.1,582,0.5,0.21740356417775772,0.0,0.31958762886597936
