donation_id,donor_id,donation_date,amount,campaign_id
DON-010631,DNR-05697,2025-12-07,6765.18,CMP-0052
DON-010632,DNR-04358,2024-07-22,63.63,CMP-0064
DON-010633,DNR-09702,2025-10-18,155.0,CMP-0039
DON-010634,DNR-02139,2025-02-08,680.7,CMP-0078
DON-010635,DNR-01951,2025-10-10,74.0,CMP-0090
DON-010636,DNR-05455,2024-10-21,5789.39,CMP-0022
DON-010637,DNR-06194,2024-12-13,2057.03,CMP-0089
DON-010638,DNR-09583,2025-11-01,38.18,CMP-0079
DON-010639,DNR-00695,2025-06-23,88.0,CMP-0047
DON-010640,DNR-04434,2025-05-05,34.8,CMP-0081
DON-010641,DNR-05512,2022-12-13,384.19,CMP-0015
DON-010642,DNR-00170,2024-07-06,1163.56,CMP-0079
DON-010643,DNR-08753,2024-01-14,167.07,CMP-0074
DON-010644,DNR-00284,2025-10-14,414.2,CMP-0058
DON-010645,DNR-01592,2024-03-03,63.27,CMP-0049
DON-010646,DNR-06266,2024-10-17,1247.95,CMP-0088
DON-010647,DNR-08341,2023-10-27,28.03,CMP-0061
DON-010648,DNR-00070,2025-08-01,6006.07,CMP-0064
DON-010649,DNR-03625,2025-10-23,99.58,CMP-0097
DON-010650,DNR-05395,2023-04-21,54.6,CMP-0064
DON-010651,DNR-05746,2023-04-02,66.48,CMP-0064
DON-010652,DNR-06872,2025-10-11,15.16,CMP-0020
DON-010653,DNR-08734,2025-01-11,75.81,CMP-0054
DON-010654,DNR-00489,2025-09-18,18.13,CMP-0067
DON-010655,DNR-05896,2021-10-13,458.7,CMP-0061
DON-010656,DNR-08710,2024-11-23,40.46,CMP-0050
DON-010657,DNR-06892,2022-06-19,58.65,CMP-0022
DON-010658,DNR-04875,2025-01-06,159.52,CMP-0086
DON-010659,DNR-07405,2025-08-31,78.52,CMP-0005
DON-010660,DNR-06193,2023-08-22,83.38,CMP-0069
DON-010661,DNR-08619,2024-10-17,98.56,CMP-0074
DON-010662,DNR-01338,2025-12-23,12.1,CMP-0090
DON-010663,DNR-03127,2023-02-16,291.7,CMP-0047
DON-010664,DNR-08731,2025-08-17,15092.49,CMP-0025
DON-010665,DNR-02342,2021-12-02,12.73,CMP-0005
DON-010666,DNR-09735,2025-11-11,70.3,CMP-0050
DON-010667,DNR-05506,2025-02-28,425.62,CMP-0063
DON-010668,DNR-05527,2023-11-10,410.88,CMP-0034
DON-010669,DNR-03062,2024-12-03,87.4,CMP-0002
DON-010670,DNR-06826,2024-07-10,36.79,CMP-0018
DON-010671,DNR-09583,2025-12-05,69.59,CMP-0021
DON-010672,DNR-01700,2025-04-04,1733.76,CMP-0090
DON-010673,DNR-09480,2023-11-02,5948.78,CMP-0051
DON-010674,DNR-01294,2025-03-25,350.5,CMP-0066
DON-010675,DNR-08581,2024-07-01,20548.39,CMP-0070
DON-010676,DNR-01848,2024-10-25,48.89,CMP-0078
DON-010677,DNR-00236,2025-12-24,32.56,CMP-0090
DON-010678,DNR-03007,2024-02-03,293.5,CMP-0039
DON-010679,DNR-06968,2023-02-16,78.32,CMP-0039
DON-010680,DNR-05563,2025-05-18,35.68,CMP-0001
DON-010681,DNR-09618,2024-06-11,55.57,CMP-0038
DON-010682,DNR-04046,2025-10-28,445.38,CMP-0054
DON-010683,DNR-04854,2025-12-11,115.58,CMP-0040
DON-010684,DNR-07748,2025-07-21,331.89,CMP-0052
DON-010685,DNR-01931,2025-03-30,449.52,CMP-0087
DON-010686,DNR-00759,2024-12-31,53.27,CMP-0007
DON-010687,DNR-07723,2025-12-08,77.14,CMP-0004
DON-010688,DNR-02534,2025-05-14,38.81,CMP-0064
DON-010689,DNR-02186,2025-02-08,96.25,CMP-0054
DON-010690,DNR-09241,2022-12-27,43.39,CMP-0091
DON-010691,DNR-01202,2025-03-20,6311.96,CMP-0016
DON-010692,DNR-01981,2025-12-28,22.87,CMP-0032
DON-010693,DNR-01965,2024-10-22,43.79,CMP-0009
DON-010694,DNR-03346,2025-02-04,359.02,CMP-0097
DON-010695,DNR-08921,2023-01-29,78.76,CMP-0077
DON-010696,DNR-05474,2025-07-06,219.62,CMP-0001
DON-010697,DNR-08552,2025-10-02,7065.82,CMP-0061
DON-010698,DNR-04141,2025-11-02,29.61,CMP-0033
DON-010699,DNR-06763,2023-11-10,51.28,CMP-0058
DON-010700,DNR-03302,2024-12-12,20.14,CMP-0037
DON-010701,DNR-00986,2023-03-02,64.37,CMP-0055
DON-010702,DNR-02878,2022-11-02,6433.53,CMP-0066
DON-010703,DNR-04662,2025-08-28,75.65,CMP-0008
DON-010704,DNR-02434,2025-09-19,81.93,CMP-0073
DON-010705,DNR-08222,2025-11-12,177.32,CMP-0061
DON-010706,DNR-02056,2023-06-26,1199.25,CMP-0027
DON-010707,DNR-01148,2025-09-20,1186.54,CMP-0011
DON-010708,DNR-07890,2025-05-01,13.0,CMP-0080
DON-010709,DNR-07846,2025-07-28,9419.86,CMP-0088
DON-010710,DNR-00295,2023-12-13,84.27,CMP-0069
DON-010711,DNR-01608,2025-11-13,79.0,CMP-0010
DON-010712,DNR-02049,2025-11-25,155.48,CMP-0006
DON-010713,DNR-06801,2026-01-01,322.32,CMP-0031
DON-010714,DNR-02913,2021-08-27,9271.65,CMP-0033
DON-010715,DNR-04513,2024-02-20,1757.14,CMP-0081
DON-010716,DNR-09149,2025-02-15,133.0,CMP-0053
DON-010717,DNR-09090,2025-07-31,512.24,CMP-0096
DON-010718,DNR-01282,2025-11-01,20.88,CMP-0091
DON-010719,DNR-06863,2025-07-11,27.93,CMP-0018
DON-010720,DNR-01407,2025-01-09,72.19,CMP-0087
DON-010721,DNR-02215,2025-04-12,200.2,CMP-0067
DON-010722,DNR-09105,2021-06-14,58.48,CMP-0069
DON-010723,DNR-09825,2024-09-13,974.82,CMP-0007
DON-010724,DNR-07609,2025-09-01,62.0,CMP-0031
DON-010725,DNR-02728,2023-10-05,23.09,CMP-0082
DON-010726,DNR-00105,2023-03-10,98.99,CMP-0020
DON-010727,DNR-03210,2022-08-24,57.34,CMP-0016
DON-010728,DNR-07500,2025-12-31,143.59,CMP-0031
DON-010729,DNR-02051,2024-09-08,99.7,CMP-0057
DON-010730,DNR-07424,2024-10-14,41.94,CMP-0052
DON-010731,DNR-05018,2022-09-17,6144.26,CMP-0059
DON-010732,DNR-08153,2025-02-14,29.53,CMP-0002
DON-010733,DNR-07858,2022-08-12,41947.67,CMP-0075
DON-010734,DNR-08567,2024-11-13,858.47,CMP-0027
DON-010735,DNR-07413,2025-10-12,9420.86,CMP-0092
DON-010736,DNR-04330,2025-02-10,67.3,CMP-0053
DON-010737,DNR-07638,2025-09-29,20.67,CMP-0037
DON-010738,DNR-01972,2025-12-28,19.04,CMP-0079
DON-010739,DNR-02823,2025-10-21,28.87,CMP-0023
DON-010740,DNR-03728,2025-10-06,54.3,CMP-0086
DON-010741,DNR-08745,2022-03-10,116.43,CMP-0046
DON-010742,DNR-00495,2025-01-27,42.48,CMP-0049
DON-010743,DNR-06628,2025-06-27,72.72,CMP-0056
DON-010744,DNR-08477,2024-07-30,6811.34,CMP-0009
DON-010745,DNR-00580,2025-04-20,89.71,CMP-0077
DON-010746,DNR-08060,2023-09-21,70.77,CMP-0080
DON-010747,DNR-00778,2025-07-01,3923.37,CMP-0047
DON-010748,DNR-08065,2024-05-19,46.8,CMP-0051
DON-010749,DNR-03253,2021-11-09,23.68,CMP-0046
DON-010750,DNR-09721,2025-07-30,86.96,CMP-0027
DON-010751,DNR-07817,2025-07-06,18.47,CMP-0035
DON-010752,DNR-05093,2025-09-25,58.3,CMP-0033
DON-010753,DNR-05513,2025-11-22,29.01,CMP-0088
DON-010754,DNR-07024,2022-12-21,3243.36,CMP-0050
DON-010755,DNR-00653,2025-08-27,10.75,CMP-0064
DON-010756,DNR-07576,2022-06-26,393.92,CMP-0077
DON-010757,DNR-02407,2025-04-29,14.92,CMP-0038
DON-010758,DNR-05866,2022-11-28,381.84,CMP-0088
DON-010759,DNR-02401,2023-12-12,20816.17,CMP-0039
DON-010760,DNR-08882,2023-12-10,386.03,CMP-0008
DON-010761,DNR-02287,2025-11-22,18027.67,CMP-0052
DON-010762,DNR-09539,2025-12-30,56.14,CMP-0025
DON-010763,DNR-09876,2025-11-14,19.21,CMP-0004
DON-010764,DNR-08780,2025-04-29,36.75,CMP-0060
DON-010765,DNR-02783,2025-11-09,7119.65,CMP-0071
DON-010766,DNR-05287,2025-04-04,18.24,CMP-0069
DON-010767,DNR-09249,2024-11-25,30.73,CMP-0036
DON-010768,DNR-05675,2023-01-27,25.14,CMP-0068
DON-010769,DNR-05990,2025-07-05,46.96,CMP-0016
DON-010770,DNR-01264,2025-09-03,97.52,CMP-0048
DON-010771,DNR-05684,2025-04-20,398.08,CMP-0036
DON-010772,DNR-03027,2024-09-05,400.0,CMP-0036
DON-010773,DNR-01709,2023-05-04,24.53,CMP-0089
DON-010774,DNR-02692,2024-05-06,20.35,CMP-0045
DON-010775,DNR-06757,2024-12-02,242.92,CMP-0097
DON-010776,DNR-06675,2024-04-19,46.36,CMP-0016
DON-010777,DNR-08076,2025-11-20,29855.24,CMP-0080
DON-010778,DNR-06166,2025-09-14,628.66,CMP-0097
DON-010779,DNR-06475,2025-10-09,69.81,CMP-0060
DON-010780,DNR-00065,2024-09-18,97.84,CMP-0034
DON-010781,DNR-09534,2024-05-21,14.49,CMP-0017
DON-010782,DNR-06027,2025-01-18,43.87,CMP-0062
DON-010783,DNR-00510,2023-10-16,79.22,CMP-0092
DON-010784,DNR-08494,2025-10-12,3808.57,CMP-0009
DON-010785,DNR-02467,2025-12-24,72.97,CMP-0015
DON-010786,DNR-07766,2024-03-10,29.34,CMP-0061
DON-010787,DNR-09901,2025-01-09,88.51,CMP-0004
DON-010788,DNR-02616,2025-07-14,641.64,CMP-0046
DON-010789,DNR-01447,2023-05-09,463.42,CMP-0019
DON-010790,DNR-07075,2025-11-24,58.89,CMP-0081
DON-010791,DNR-03122,2025-02-04,43.75,CMP-0023
DON-010792,DNR-07894,2024-10-30,58.58,CMP-0052
DON-010793,DNR-00788,2023-06-16,66.07,CMP-0020
DON-010794,DNR-04918,2025-11-12,1308.39,CMP-0037
DON-010795,DNR-04442,2025-12-05,94.61,CMP-0067
DON-010796,DNR-08808,2023-02-22,2931.42,CMP-0077
DON-010797,DNR-03947,2023-05-05,17.34,CMP-0081
DON-010798,DNR-04268,2025-03-14,7209.61,CMP-0088
DON-010799,DNR-08270,2025-07-28,145.11,CMP-0019
DON-010800,DNR-00215,2024-10-04,36.92,CMP-0048
DON-010801,DNR-05062,2025-11-10,77.1,CMP-0004
DON-010802,DNR-06216,2025-06-30,2383.09,CMP-0039
DON-010803,DNR-08017,2024-03-14,76.31,CMP-0055
DON-010804,DNR-04664,2024-08-06,3706.21,CMP-0027
DON-010805,DNR-04663,2022-12-25,31751.69,CMP-0068
DON-010806,DNR-05788,2023-08-25,285.43,CMP-0046
DON-010807,DNR-06015,2025-11-01,1956.28,CMP-0041
DON-010808,DNR-06036,2024-08-09,4213.13,CMP-0044
DON-010809,DNR-09618,2023-11-24,56.59,CMP-0075
DON-010810,DNR-02265,2025-08-28,91.37,CMP-0075
DON-010811,DNR-02008,2022-12-14,425.64,CMP-0004
DON-010812,DNR-06820,2025-12-19,951.38,CMP-0092
DON-010813,DNR-02989,2024-11-07,237.01,CMP-0031
DON-010814,DNR-04187,2025-12-25,90.54,CMP-0079
DON-010815,DNR-00601,2024-08-25,444.43,CMP-0060
DON-010816,DNR-01419,2025-02-21,1329.83,CMP-0021
DON-010817,DNR-05984,2025-05-26,172.73,CMP-0063
DON-010818,DNR-00633,2025-01-04,93.25,CMP-0065
DON-010819,DNR-01109,2023-12-13,344.83,CMP-0011
DON-010820,DNR-01540,2024-11-02,411.13,CMP-0089
DON-010821,DNR-02928,2025-11-28,342.32,CMP-0092
DON-010822,DNR-04979,2024-05-08,96.5,CMP-0018
DON-010823,DNR-08062,2024-10-30,15785.88,CMP-0047
DON-010824,DNR-09868,2025-12-23,24145.19,CMP-0067
DON-010825,DNR-06299,2025-01-19,319.53,CMP-0069
DON-010826,DNR-09561,2025-12-18,15.21,CMP-0046
DON-010827,DNR-08589,2025-08-08,78.49,CMP-0041
DON-010828,DNR-05446,2025-10-27,26.96,CMP-0013
DON-010829,DNR-07069,2025-12-15,13.99,CMP-0093
DON-010830,DNR-03887,2023-01-28,77.01,CMP-0070
DON-010831,DNR-05302,2025-06-23,2186.64,CMP-0010
DON-010832,DNR-02168,2023-08-12,239.64,CMP-0026
DON-010833,DNR-08100,2025-09-25,89.16,CMP-0040
DON-010834,DNR-08558,2022-03-16,319.95,CMP-0087
DON-010835,DNR-04272,2025-12-30,15.58,CMP-0035
DON-010836,DNR-02149,2023-05-16,18.27,CMP-0083
DON-010837,DNR-00641,2024-06-14,1752.89,CMP-0054
DON-010838,DNR-03632,2024-04-26,57.08,CMP-0006
DON-010839,DNR-07745,2025-08-22,299.03,CMP-0049
DON-010840,DNR-04553,2024-01-15,6396.01,CMP-0085
DON-010841,DNR-02832,2025-01-21,420.7,CMP-0025
DON-010842,DNR-00540,2025-12-18,164.98,CMP-0025
DON-010843,DNR-02441,2024-11-09,18.02,CMP-0090
DON-010844,DNR-00643,2023-02-05,93.49,CMP-0070
DON-010845,DNR-00865,2023-07-14,34.35,CMP-0053
DON-010846,DNR-03304,2024-11-21,91.22,CMP-0028
DON-010847,DNR-07082,2024-01-29,499.3,CMP-0092
DON-010848,DNR-01926,2024-08-22,6253.96,CMP-0095
DON-010849,DNR-09214,2025-01-04,62.99,CMP-0032
DON-010850,DNR-08551,2023-04-22,43.96,CMP-0057
DON-010851,DNR-01560,2023-12-26,17.08,CMP-0041
DON-010852,DNR-06020,2025-07-31,20560.77,CMP-0032
DON-010853,DNR-03546,2024-04-25,43.22,CMP-0009
DON-010854,DNR-01135,2025-12-30,13.45,CMP-0006
DON-010855,DNR-05453,2025-12-01,75.7,CMP-0095
DON-010856,DNR-01842,2023-03-12,201.44,CMP-0033
DON-010857,DNR-03610,2023-09-21,356.14,CMP-0018
DON-010858,DNR-04113,2025-09-17,16.1,CMP-0044
DON-010859,DNR-06343,2023-10-23,42.52,CMP-0040
DON-010860,DNR-06297,2025-05-03,2371.67,CMP-0003
DON-010861,DNR-07228,2022-11-14,41180.83,CMP-0059
DON-010862,DNR-05511,2025-02-18,47.7,CMP-0073
DON-010863,DNR-01185,2025-12-26,25.51,CMP-0078
DON-010864,DNR-04827,2025-11-01,61.92,CMP-0038
DON-010865,DNR-00690,2022-05-16,22.35,CMP-0040
DON-010866,DNR-01840,2025-12-19,23.65,CMP-0072
DON-010867,DNR-07497,2025-02-14,15.89,CMP-0034
DON-010868,DNR-05727,2024-08-05,99.36,CMP-0046
DON-010869,DNR-06773,2024-02-07,1213.77,CMP-0061
DON-010870,DNR-07390,2025-11-15,98.35,CMP-0022
DON-010871,DNR-01184,2025-07-29,310.85,CMP-0050
DON-010872,DNR-07420,2024-06-04,49.95,CMP-0049
DON-010873,DNR-05179,2024-04-25,28.02,CMP-0022
DON-010874,DNR-00892,2024-10-08,15.85,CMP-0051
DON-010875,DNR-06049,2025-02-20,8315.54,CMP-0079
DON-010876,DNR-01049,2024-06-25,95.22,CMP-0070
DON-010877,DNR-02390,2025-09-27,72.19,CMP-0044
DON-010878,DNR-00875,2025-07-21,1579.81,CMP-0021
DON-010879,DNR-01635,2025-08-27,65.5,CMP-0067
DON-010880,DNR-09805,2024-12-31,72.66,CMP-0057
DON-010881,DNR-02243,2025-02-05,55.98,CMP-0026
DON-010882,DNR-04803,2024-03-06,156.99,CMP-0088
DON-010883,DNR-00934,2025-06-04,98.24,CMP-0094
DON-010884,DNR-03908,2021-09-14,40.45,CMP-0086
DON-010885,DNR-00196,2022-12-15,287.72,CMP-0020
DON-010886,DNR-03685,2022-05-29,59.2,CMP-0036
DON-010887,DNR-04410,2025-03-06,15710.78,CMP-0044
DON-010888,DNR-01664,2022-12-12,50.32,CMP-0037
DON-010889,DNR-08913,2025-07-31,42.19,CMP-0033
DON-010890,DNR-08661,2024-04-12,52.14,CMP-0024
DON-010891,DNR-05392,2025-10-22,61.68,CMP-0033
DON-010892,DNR-05020,2025-12-05,95.55,CMP-0090
DON-010893,DNR-09333,2025-09-14,418.15,CMP-0026
DON-010894,DNR-02300,2025-06-19,91.64,CMP-0022
DON-010895,DNR-08487,2025-12-17,410.19,CMP-0028
DON-010896,DNR-03989,2025-11-10,19765.49,CMP-0011
DON-010897,DNR-08280,2023-07-19,493.48,CMP-0097
DON-010898,DNR-06146,2025-01-30,35.8,CMP-0050
DON-010899,DNR-00890,2024-09-29,51.2,CMP-0057
DON-010900,DNR-02080,2025-08-28,15.75,CMP-0084
DON-010901,DNR-09080,2025-12-20,5119.67,CMP-0008
DON-010902,DNR-05032,2023-01-07,81.89,CMP-0063
DON-010903,DNR-04290,2025-05-03,2370.88,CMP-0088
DON-010904,DNR-00868,2024-01-29,24.74,CMP-0079
DON-010905,DNR-06045,2023-10-16,2650.99,CMP-0084
DON-010906,DNR-03695,2025-04-19,75.14,CMP-0060
DON-010907,DNR-03862,2024-11-29,2397.47,CMP-0072
DON-010908,DNR-08776,2023-05-07,11820.3,CMP-0017
DON-010909,DNR-06819,2022-11-01,185.92,CMP-0049
DON-010910,DNR-00442,2025-03-06,61.99,CMP-0081
DON-010911,DNR-09711,2023-04-28,275.32,CMP-0002
DON-010912,DNR-02239,2024-12-24,451.79,CMP-0099
DON-010913,DNR-05418,2021-08-28,139.59,CMP-0042
DON-010914,DNR-04001,2024-05-20,19.33,CMP-0023
DON-010915,DNR-02100,2025-10-28,21.88,CMP-0021
DON-010916,DNR-01704,2022-06-05,1555.57,CMP-0054
DON-010917,DNR-05119,2025-08-23,17.52,CMP-0030
DON-010918,DNR-04550,2025-08-24,5435.24,CMP-0021
DON-010919,DNR-09826,2021-08-29,381.86,CMP-0098
DON-010920,DNR-08873,2023-04-26,8989.66,CMP-0049
DON-010921,DNR-02965,2023-05-12,497.8,CMP-0094
DON-010922,DNR-01172,2022-11-29,18.62,CMP-0067
DON-010923,DNR-04429,2025-12-08,81.89,CMP-0049
DON-010924,DNR-08183,2025-07-05,16.7,CMP-0075
DON-010925,DNR-00734,2025-06-19,95.62,CMP-0084
DON-010926,DNR-02650,2022-03-20,1406.09,CMP-0051
DON-010927,DNR-02955,2025-07-05,185.16,CMP-0050
DON-010928,DNR-09893,2024-04-03,89.03,CMP-0071
DON-010929,DNR-05270,2025-06-18,17.55,CMP-0052
DON-010930,DNR-01135,2025-03-08,23.57,CMP-0004
DON-010931,DNR-01505,2021-04-04,194.18,CMP-0055
DON-010932,DNR-07078,2024-12-07,479.69,CMP-0006
DON-010933,DNR-08885,2024-12-19,959.43,CMP-0063
DON-010934,DNR-07464,2025-03-25,473.74,CMP-0079
DON-010935,DNR-03348,2023-07-27,454.95,CMP-0079
DON-010936,DNR-03112,2025-08-16,35.63,CMP-0067
DON-010937,DNR-05513,2024-02-20,40.57,CMP-0061
DON-010938,DNR-03738,2025-12-26,5442.81,CMP-0061
DON-010939,DNR-04837,2025-10-05,58.37,CMP-0060
DON-010940,DNR-02539,2023-01-18,19.25,CMP-0033
DON-010941,DNR-02409,2025-12-04,98.2,CMP-0079
DON-010942,DNR-01786,2025-11-17,47.92,CMP-0100
DON-010943,DNR-08220,2025-03-30,89.01,CMP-0013
DON-010944,DNR-03903,2025-12-16,3959.55,CMP-0055
DON-010945,DNR-04620,2025-10-30,77.4,CMP-0005
DON-010946,DNR-06180,2025-01-18,6264.49,CMP-0060
DON-010947,DNR-02748,2024-12-04,5837.61,CMP-0020
DON-010948,DNR-08395,2025-10-02,25.59,CMP-0088
DON-010949,DNR-09659,2025-11-27,36.01,CMP-0003
DON-010950,DNR-00994,2021-12-25,557.14,CMP-0029
DON-010951,DNR-08592,2024-04-18,18.58,CMP-0073
DON-010952,DNR-02212,2025-10-20,36.09,CMP-0096
DON-010953,DNR-03423,2025-07-23,61.49,CMP-0030
DON-010954,DNR-09373,2025-08-09,62.78,CMP-0081
DON-010955,DNR-02520,2025-08-10,118.68,CMP-0026
DON-010956,DNR-03726,2024-12-29,193.25,CMP-0068
DON-010957,DNR-03410,2024-08-14,76.93,CMP-0069
DON-010958,DNR-04281,2023-04-24,2000.03,CMP-0012
DON-010959,DNR-05353,2025-03-10,2444.94,CMP-0029
DON-010960,DNR-05998,2023-05-22,41326.1,CMP-0001
DON-010961,DNR-03823,2025-01-06,84.49,CMP-0018
DON-010962,DNR-00699,2024-05-03,79.25,CMP-0084
DON-010963,DNR-00821,2022-09-05,223.95,CMP-0022
DON-010964,DNR-08893,2024-11-01,73.12,CMP-0013
DON-010965,DNR-09066,2025-11-17,429.64,CMP-0029
DON-010966,DNR-02064,2025-01-31,9309.13,CMP-0050
DON-010967,DNR-05559,2023-04-06,214.07,CMP-0071
DON-010968,DNR-04817,2025-06-04,36.45,CMP-0099
DON-010969,DNR-05897,2023-06-19,63.21,CMP-0001
DON-010970,DNR-03508,2024-03-04,41.6,CMP-0041
DON-010971,DNR-04017,2022-07-12,53.02,CMP-0032
DON-010972,DNR-04926,2025-11-19,43.35,CMP-0038
DON-010973,DNR-04029,2025-03-13,27.75,CMP-0075
DON-010974,DNR-09793,2025-04-28,87.23,CMP-0023
DON-010975,DNR-00989,2025-09-06,18.14,CMP-0016
DON-010976,DNR-07453,2025-02-24,29.19,CMP-0074
DON-010977,DNR-06897,2025-12-08,95.17,CMP-0072
DON-010978,DNR-04620,2025-08-14,51.59,CMP-0017
DON-010979,DNR-04104,2024-06-10,6671.64,CMP-0058
DON-010980,DNR-05040,2025-05-24,85.13,CMP-0057
DON-010981,DNR-09013,2025-10-13,25503.91,CMP-0078
DON-010982,DNR-08913,2024-05-07,1874.31,CMP-0015
DON-010983,DNR-06854,2025-07-18,68.92,CMP-0096
DON-010984,DNR-07958,2022-07-09,2484.75,CMP-0041
DON-010985,DNR-01192,2025-07-07,82.97,CMP-0063
DON-010986,DNR-08346,2025-03-13,765.09,CMP-0016
DON-010987,DNR-00725,2025-07-06,14419.67,CMP-0056
DON-010988,DNR-05563,2025-07-15,53.48,CMP-0057
DON-010989,DNR-01257,2025-07-22,88.97,CMP-0062
DON-010990,DNR-04258,2025-10-08,21613.88,CMP-0059
DON-010991,DNR-05588,2025-02-06,253.15,CMP-0085
DON-010992,DNR-07658,2025-02-13,48.78,CMP-0049
DON-010993,DNR-09337,2025-07-16,6161.02,CMP-0048
DON-010994,DNR-05752,2024-07-23,35.71,CMP-0032
DON-010995,DNR-02478,2024-12-11,89.42,CMP-0020
DON-010996,DNR-04771,2025-10-18,81.33,CMP-0053
DON-010997,DNR-06651,2024-06-18,10.71,CMP-0072
DON-010998,DNR-05025,2024-07-23,35.91,CMP-0047
DON-010999,DNR-05193,2022-08-03,16.63,CMP-0015
DON-011000,DNR-07973,2025-11-10,80.15,CMP-0048
DON-011001,DNR-08444,2025-05-04,1831.75,CMP-0068
DON-011002,DNR-02486,2025-05-07,1380.47,CMP-0076
DON-011003,DNR-05916,2025-11-24,44.38,CMP-0018
DON-011004,DNR-09939,2025-08-25,1378.6,CMP-0028
DON-011005,DNR-00056,2024-06-13,34.82,CMP-0038
DON-011006,DNR-03610,2024-05-08,219.91,CMP-0036
DON-011007,DNR-09555,2024-12-13,98.65,CMP-0062
DON-011008,DNR-09480,2021-11-19,7085.73,CMP-0065
DON-011009,DNR-07764,2025-10-13,80.23,CMP-0066
DON-011010,DNR-04432,2025-03-22,62.28,CMP-0016
DON-011011,DNR-05993,2024-09-15,258.71,CMP-0090
DON-011012,DNR-02364,2024-11-22,1104.69,CMP-0004
DON-011013,DNR-06522,2023-04-15,234.63,CMP-0088
DON-011014,DNR-01451,2025-11-25,11099.41,CMP-0092
DON-011015,DNR-06630,2025-11-28,82.48,CMP-0072
DON-011016,DNR-08997,2022-05-02,28.47,CMP-0056
DON-011017,DNR-07464,2024-11-05,51.15,CMP-0023
DON-011018,DNR-00996,2025-08-19,24.98,CMP-0089
DON-011019,DNR-01834,2024-06-26,13706.24,CMP-0006
DON-011020,DNR-02639,2022-10-17,708.23,CMP-0012
DON-011021,DNR-04561,2024-12-20,84.13,CMP-0056
DON-011022,DNR-02219,2022-11-22,439.15,CMP-0040
DON-011023,DNR-00002,2022-07-18,30.52,CMP-0017
DON-011024,DNR-02130,2022-09-18,37.23,CMP-0039
DON-011025,DNR-03678,2023-04-30,90.26,CMP-0054
DON-011026,DNR-00324,2023-08-10,15.56,CMP-0019
DON-011027,DNR-03306,2021-06-10,51.88,CMP-0078
DON-011028,DNR-02831,2025-03-27,45.35,CMP-0075
DON-011029,DNR-05415,2023-02-21,32.79,CMP-0023
DON-011030,DNR-02376,2025-03-08,86.93,CMP-0069
DON-011031,DNR-01883,2025-01-02,492.84,CMP-0060
DON-011032,DNR-00061,2023-09-12,422.03,CMP-0074
DON-011033,DNR-00068,2025-10-05,87.67,CMP-0036
DON-011034,DNR-07492,2025-11-30,37282.6,CMP-0039
DON-011035,DNR-09514,2024-08-15,99.15,CMP-0067
DON-011036,DNR-04625,2025-01-04,302.9,CMP-0048
DON-011037,DNR-08300,2025-11-28,26.64,CMP-0096
DON-011038,DNR-00939,2025-04-14,68.89,CMP-0060
DON-011039,DNR-02683,2025-08-03,302.8,CMP-0016
DON-011040,DNR-01192,2023-04-21,56.29,CMP-0044
DON-011041,DNR-00609,2024-10-04,49.85,CMP-0025
DON-011042,DNR-01766,2023-03-01,40.58,CMP-0043
DON-011043,DNR-06141,2022-10-23,33.84,CMP-0017
DON-011044,DNR-08526,2024-09-01,52.14,CMP-0083
DON-011045,DNR-09888,2022-09-01,97.75,CMP-0091
DON-011046,DNR-06206,2025-03-19,80.36,CMP-0058
DON-011047,DNR-08690,2025-12-21,318.88,CMP-0073
DON-011048,DNR-07536,2025-03-08,62.44,CMP-0063
DON-011049,DNR-02577,2021-05-09,94.07,CMP-0076
DON-011050,DNR-01464,2025-11-27,41.69,CMP-0005
DON-011051,DNR-08835,2023-07-02,65.77,CMP-0064
DON-011052,DNR-07489,2025-01-10,81.23,CMP-0082
DON-011053,DNR-09215,2023-12-25,175.26,CMP-0014
DON-011054,DNR-02715,2023-11-02,65.04,CMP-0092
DON-011055,DNR-08894,2025-12-08,43237.49,CMP-0086
DON-011056,DNR-00096,2025-11-06,45.9,CMP-0068
DON-011057,DNR-09777,2024-10-26,11.75,CMP-0015
DON-011058,DNR-01728,2024-01-29,39.38,CMP-0033
DON-011059,DNR-02059,2024-12-23,85.15,CMP-0033
DON-011060,DNR-02897,2025-12-09,346.53,CMP-0056
DON-011061,DNR-03976,2025-05-11,71.4,CMP-0011
DON-011062,DNR-00159,2025-05-10,227.76,CMP-0073
DON-011063,DNR-08538,2023-10-19,58.34,CMP-0054
DON-011064,DNR-03880,2025-06-28,166.6,CMP-0005
DON-011065,DNR-05249,2025-04-20,438.57,CMP-0075
DON-011066,DNR-02511,2025-11-10,72.15,CMP-0097
DON-011067,DNR-04411,2024-08-11,81.0,CMP-0012
DON-011068,DNR-06516,2024-02-15,4247.54,CMP-0009
DON-011069,DNR-04692,2024-11-02,363.12,CMP-0042
DON-011070,DNR-01342,2024-05-25,50.57,CMP-0005
DON-011071,DNR-00015,2024-10-14,12368.95,CMP-0053
DON-011072,DNR-05956,2021-10-01,30.88,CMP-0070
DON-011073,DNR-03148,2025-12-25,17.29,CMP-0040
DON-011074,DNR-06074,2021-12-02,1119.46,CMP-0030
DON-011075,DNR-03491,2022-09-07,444.76,CMP-0077
DON-011076,DNR-05371,2024-05-25,23.7,CMP-0036
DON-011077,DNR-00211,2022-02-16,96.57,CMP-0089
